User,CouponCode,category,Redeemed,CouponDiscount,MinAmountSpend,Company
26-9545139,API7309,Games,TRUE,20,3602,Yotz
10-9913847,EPQ0964,Clothing,FALSE,31,2905,Meemm
16-2086310,IZT8124,Music,TRUE,39,1126,Meemm
51-3059868,SYX5673,Clothing,FALSE,18,4369,Thoughtblab
11-3042719,UZD2247,Clothing,TRUE,17,9876,Eimbee
18-8894173,BOL3657,Clothing,FALSE,45,1571,Jaloo
77-7537887,YIV7460,Tools,TRUE,40,6225,Wordtune
29-9946481,LKV5534,Grocery,FALSE,20,4946,Skinder
50-5049448,GJF9672,Baby,FALSE,29,1465,Zoonder
97-4922608,NTP9485,Computers,TRUE,25,1721,Meembee
19-1465255,YHU4806,Outdoors,TRUE,34,2992,Skimia
26-0151243,PNJ7790,Books,FALSE,45,9564,Linktype
15-7726648,LSS1939,Kids,FALSE,36,5171,Voonder
36-9498292,NKF5715,Health,TRUE,13,4917,JumpXS
20-4685560,RJE4188,Grocery,TRUE,33,6744,Skalith
69-3771792,YER8155,Garden,TRUE,44,513,Dabtype
56-1014799,JHW9686,Shoes,TRUE,24,4154,Feedbug
84-5608976,RLU1299,Automotive,FALSE,14,5438,Edgeblab
57-1806278,NEB1953,Sports,FALSE,24,2623,Skynoodle
38-8302332,SPQ3341,Outdoors,TRUE,30,4855,Lazz
03-1005958,SPG8659,Jewelry,FALSE,28,7813,Demimbu
57-2636735,OQB9507,Health,TRUE,23,9240,Jatri
37-3397546,TQM6304,Shoes,TRUE,28,2137,Plajo
64-4602138,KQO1807,Shoes,TRUE,40,8141,Quimm
63-3132981,XDJ8145,Tools,FALSE,31,7107,Buzzbean
70-5177169,KFW2975,Outdoors,TRUE,12,8917,JumpXS
61-2087922,XSO3219,Jewelry,FALSE,35,3261,Eire
50-9761356,BNN7881,Tools,FALSE,12,1858,Mybuzz
74-8309073,ZZZ2448,Games,TRUE,50,8363,Oyondu
46-1497383,GWY7349,Automotive,TRUE,38,9309,Photobug
48-6447099,GPJ1597,Grocery,TRUE,10,1322,Realbridge
48-9704974,QJA3491,Baby,FALSE,37,7147,Fanoodle
24-8996518,UYL0900,Health,TRUE,27,9940,Ailane
50-4785814,IGG3631,Beauty,FALSE,47,8310,Jamia
20-7734700,ZUQ4734,Baby,TRUE,33,676,Tagcat
29-0603556,IDR0210,Electronics,FALSE,20,460,Jabberstorm
45-6808365,VQU5506,Home,FALSE,47,6211,Dabtype
81-2233725,FWB7897,Books,FALSE,49,3094,Divavu
40-1002948,DCV7490,Baby,TRUE,19,4721,Pixonyx
76-6259634,YLA2801,Beauty,TRUE,15,7260,Kare
40-4619012,VTX6195,Shoes,FALSE,11,1149,Skyble
79-2463949,TXM7868,Electronics,FALSE,40,7926,Jabbersphere
86-7944255,YYM2015,Tools,TRUE,16,5983,Gabcube
96-3507335,GIP1987,Grocery,FALSE,32,1154,Jetpulse
55-5200681,QAR6376,Books,TRUE,37,5707,Meevee
52-7859800,RSY5377,Games,TRUE,15,4694,Meevee
12-5175357,MUE4793,Sports,FALSE,33,7014,Eayo
89-0581526,UEN7965,Sports,TRUE,15,7615,Linklinks
57-0617656,JVL2920,Electronics,FALSE,19,8534,Realcube
79-3457148,ACC8799,Beauty,FALSE,17,3169,Rhyloo
32-8279442,UPH3286,Beauty,FALSE,43,4319,Flipstorm
91-3111688,JNY0497,Computers,FALSE,50,6156,Nlounge
70-0110473,VLA1551,Kids,FALSE,43,7118,Avavee
64-4546375,ANV6954,Beauty,TRUE,14,1625,Quamba
60-2646848,WJE2216,Jewelry,TRUE,41,4625,Rhyzio
12-2692282,DZT4612,Garden,TRUE,14,4048,Jatri
10-6730610,HLL0496,Beauty,FALSE,20,2118,Devbug
86-5319175,VOY0685,Automotive,FALSE,25,3220,Gigazoom
65-6110093,FAU6794,Tools,FALSE,35,8556,Livetube
85-7609076,GES5478,Industrial,TRUE,19,9904,Vinte
97-5372121,SEZ5714,Toys,TRUE,49,2104,Camimbo
79-5721333,CYA3625,Garden,TRUE,38,9032,Twitternation
72-4659226,YDU0527,Movies,FALSE,46,9889,Pixope
73-1582929,DQG6409,Grocery,TRUE,50,314,Livetube
78-0149579,IWA7448,Clothing,TRUE,22,9301,Youopia
06-6401770,RER5523,Electronics,FALSE,12,3160,Fivechat
01-5464322,NWQ6763,Shoes,FALSE,19,1146,Brightdog
73-2835095,LPJ9016,Industrial,TRUE,50,7843,Flipopia
68-5955959,LCA4558,Outdoors,FALSE,36,8480,Trudoo
88-8740148,EVB1152,Grocery,TRUE,12,8413,Eidel
12-9150245,UJV1150,Home,TRUE,26,1600,Mydo
69-4794705,WBR1089,Clothing,TRUE,38,7447,Bluejam
02-3749106,RTX6885,Movies,TRUE,27,6481,Shufflebeat
31-9936312,NJC5334,Electronics,TRUE,15,2983,Browseblab
01-9072132,IEB9628,Grocery,FALSE,27,4864,Yotz
96-5357035,OWK0675,Clothing,TRUE,19,7816,Gabvine
93-5196799,BVJ3180,Industrial,FALSE,34,3717,Meembee
61-1385357,AAW6661,Health,TRUE,42,2589,Realcube
58-7611952,XPJ0151,Shoes,TRUE,50,6467,Aibox
47-4488907,HUT5916,Industrial,FALSE,23,1949,Babbleset
36-4946773,XYT4204,Industrial,TRUE,24,492,Zoomlounge
54-1747298,BBR4005,Industrial,TRUE,27,3260,Oyoba
26-1020817,GVF5298,Tools,TRUE,38,1933,Ooba
11-6074673,DVX6872,Electronics,TRUE,10,6018,Fivebridge
06-2968966,WDQ7127,Movies,FALSE,30,3375,Yotz
81-4861970,WHW3123,Home,TRUE,31,5180,Eazzy
16-3064629,IUD5336,Beauty,TRUE,21,8738,Eazzy
40-1244607,YWN9666,Beauty,TRUE,45,2143,Katz
55-6799578,XFX7610,Sports,FALSE,46,4179,Vidoo
56-6502563,YHI9974,Baby,FALSE,44,2183,Gabspot
16-6007730,DNQ0794,Computers,FALSE,23,2719,Meedoo
86-9069270,SOY1401,Home,TRUE,44,5599,Yodel
17-9846068,QKJ0680,Garden,TRUE,29,8377,Muxo
28-5895564,MYN2352,Baby,TRUE,15,3426,Camido
48-5710228,CFQ8438,Baby,FALSE,28,1687,Tazz
21-0370336,SSB5142,Games,FALSE,49,5160,Jabberbean
39-7021763,NUV2765,Books,TRUE,18,5914,Topiczoom
97-5927914,LYY1453,Movies,TRUE,29,7020,Voolith
74-3329465,WXY2258,Music,FALSE,32,3959,Feednation
74-5418123,CHD3959,Industrial,TRUE,31,6459,Innojam
00-2694841,ROV6770,Electronics,FALSE,11,8406,Wikibox
23-1174045,HOI2052,Grocery,TRUE,38,8322,Innojam
53-7425880,XCV8813,Beauty,TRUE,13,3004,Brainsphere
10-5159131,FWP9165,Industrial,FALSE,19,6625,Mycat
89-4998932,RPR0011,Jewelry,TRUE,11,2752,LiveZ
08-3751546,WPM8045,Toys,TRUE,35,7736,Pixope
70-7583702,YGD0003,Health,FALSE,33,2386,Dabshots
26-7271559,WLK8729,Clothing,FALSE,33,2264,Rhynyx
36-5732286,ULU4624,Health,FALSE,42,8460,Skyba
28-6121014,BPF2221,Kids,FALSE,25,2759,Gabcube
06-9824278,IXC7665,Baby,FALSE,21,7401,Twinte
82-6696195,XMA0039,Music,FALSE,23,7291,Gigabox
92-9425449,TFT8456,Kids,FALSE,48,474,Feedbug
55-7250512,XBI5064,Grocery,TRUE,34,8527,Tagtune
14-2365225,SXX3101,Outdoors,FALSE,16,7803,Rhybox
22-5081286,UEY1967,Clothing,TRUE,35,1371,Wordpedia
55-5614060,LFH1207,Baby,FALSE,23,8613,Zoomdog
92-0943372,TJZ0660,Home,FALSE,44,771,Teklist
42-9019645,BKD8070,Jewelry,TRUE,23,5588,Oyope
01-6418702,EYN2671,Automotive,TRUE,48,9997,Babblestorm
48-2983960,YHW5540,Tools,FALSE,31,2544,Meemm
10-0539897,JMR8044,Toys,TRUE,10,9537,Jaxspan
99-3876765,IIU5971,Baby,TRUE,47,5571,InnoZ
80-7231999,YJE9028,Tools,FALSE,45,5034,Gabcube
91-4309021,DVB0355,Music,FALSE,36,1574,Realmix
63-6860419,DHX9513,Industrial,FALSE,23,6737,Linkbuzz
69-3823885,HXS1863,Electronics,TRUE,41,9503,Myworks
40-5094561,RAL0454,Industrial,FALSE,48,7178,Mybuzz
61-4117290,OQU0928,Home,FALSE,12,5249,Tagchat
40-5094562,HHB2755,Movies,TRUE,16,1012,Brightbean
61-4117291,KZD0407,Kids,FALSE,20,9771,Dabvine
40-5094563,CAY0321,Movies,FALSE,13,4728,Twinte
61-4117292,QQG4465,Outdoors,TRUE,41,5151,Youbridge
40-5094564,YYU8577,Music,TRUE,26,8500,Gigaclub
61-4117293,FJK9572,Music,FALSE,17,7294,Reallinks
88-6876099,TUA5924,Grocery,TRUE,21,9979,Brightbean
95-0867521,WPO5672,Books,FALSE,24,2147,Centimia
40-5094565,YVL9182,Grocery,FALSE,11,3715,Voolia
61-4117294,FZX8910,Jewelry,TRUE,31,7441,Teklist
95-0867522,HCK7785,Movies,TRUE,38,1232,Camimbo
40-5094566,LFB4635,Shoes,FALSE,17,6908,Realpoint
61-4117295,PXF0695,Shoes,FALSE,32,9796,Photofeed
95-0867523,XBF3891,Garden,FALSE,21,2942,Latz
40-5094567,ZTG2298,Grocery,FALSE,10,3062,Vitz
61-4117296,QSE1028,Books,TRUE,50,4466,Brightdog
95-0867524,VLW1820,Shoes,FALSE,44,9481,Lajo
40-5094568,HRB6644,Movies,FALSE,21,5400,Devify
74-0312986,PBA2262,Outdoors,TRUE,17,2264,Divavu
36-2627089,SJJ5070,Kids,FALSE,21,3639,Brightdog
45-4675760,WVO0168,Sports,TRUE,10,4689,Gigashots
47-2444243,BCC1190,Shoes,FALSE,28,1392,Realbuzz
10-3925141,FMV0439,Movies,TRUE,42,7167,Linklinks
00-8154137,AAV5216,Shoes,FALSE,28,5694,Jaloo
74-3684256,SEF3601,Grocery,TRUE,20,5343,Voonder
02-0570720,YEO4507,Outdoors,FALSE,12,6972,Pixoboo
06-1534734,AWE8500,Health,FALSE,10,1335,Skiba
20-5601570,HJT1738,Computers,TRUE,50,7129,Tanoodle
88-2038046,WTR3139,Outdoors,TRUE,34,4388,Kaymbo
59-0726607,XMT2957,Grocery,TRUE,24,5749,Blogtags
44-8050414,KFF8529,Outdoors,FALSE,43,3128,Eamia
23-1720597,OOG4305,Home,FALSE,50,5985,Browsecat
05-2306062,VZJ9078,Books,FALSE,20,2674,Camimbo
33-9708434,ZFL0156,Clothing,FALSE,43,4479,Yodel
46-6213348,XFU2936,Health,TRUE,23,7586,Midel
51-6818588,ESE9831,Sports,FALSE,41,299,Browsezoom
79-3670566,IRX0703,Books,FALSE,31,4020,Oloo
67-0272229,CWM8141,Outdoors,TRUE,27,5474,Blogtag
70-4492277,CMC3684,Outdoors,FALSE,23,7925,Blogspan
89-2783737,EZX3281,Beauty,FALSE,49,9788,Yata
20-2862788,BJP5441,Sports,TRUE,11,1291,Brightdog
80-7172753,WRT0906,Shoes,TRUE,16,9393,Plambee
41-8238555,ZIW2948,Baby,TRUE,26,2413,Abata
04-6183468,HBQ6833,Industrial,FALSE,13,9481,Trudoo
70-2658002,MDZ4918,Books,FALSE,23,3025,Avaveo
13-9167011,OJA4732,Tools,TRUE,31,5779,Twiyo
45-8962057,YIJ3714,Tools,FALSE,41,665,Twitterworks
30-4723067,LXG1182,Books,FALSE,47,6492,Cogibox
07-4268541,GZV4793,Beauty,FALSE,21,3589,Bubbletube
02-9533453,SEY1004,Automotive,TRUE,43,1941,Aibox
20-8178202,FLD0813,Industrial,TRUE,43,7561,Aivee
73-3856382,MHI1670,Outdoors,FALSE,12,2881,Chatterbridge
18-8908782,KIN3874,Toys,FALSE,30,774,Feedbug
10-7866678,VFW7561,Baby,FALSE,16,4948,Linkbuzz
38-6744307,YYK7336,Books,TRUE,32,8385,Flashdog
03-7140018,RDK6548,Health,TRUE,25,2668,Youtags
68-2976167,XIZ3104,Movies,TRUE,43,1126,Shufflester
33-0376935,EZL3795,Music,TRUE,11,7128,Twitterwire
77-4828260,ODP1287,Health,FALSE,16,3198,Centimia
10-7088314,DCF6261,Games,TRUE,37,444,Vitz
63-3917609,UOZ2132,Shoes,FALSE,38,7990,Lazzy
45-5739311,WTA3339,Movies,TRUE,14,8405,Jayo
73-0425268,CEB4124,Computers,FALSE,42,3961,Gevee
61-2831162,PYS8635,Toys,TRUE,36,4080,Buzzshare
89-7900032,MJX7087,Games,FALSE,10,8995,Vinder
47-5043414,HAG4640,Computers,TRUE,34,286,Latz
09-2526397,FOM1631,Baby,FALSE,19,6497,Dabfeed
23-1806046,GJE9143,Grocery,FALSE,25,2886,Topiclounge
06-2933844,FYY1882,Beauty,TRUE,15,2229,Kayveo
77-2385343,CTE4383,Kids,FALSE,43,691,Skipfire
74-9530539,ZAO8778,Books,TRUE,12,5103,Youtags
21-5093278,MRO5916,Garden,TRUE,49,280,Photobean
69-8254244,PUI9704,Outdoors,FALSE,16,7126,Dazzlesphere
97-3195478,BEA9980,Kids,TRUE,17,9775,Latz
46-7447922,IHV2974,Movies,TRUE,25,963,Skyba
05-6557197,ORT2604,Baby,FALSE,14,8294,Skinder
61-6993052,XDA9810,Health,FALSE,12,639,Blogtags
55-2713327,WBA8361,Industrial,TRUE,45,2907,Shuffletag
95-1510028,LHN3976,Grocery,FALSE,40,2040,Realbuzz
45-1327581,QSW5434,Shoes,FALSE,31,8349,Camimbo
01-0945404,RLJ0476,Shoes,FALSE,50,1776,Aimbo
48-3088199,DUF7951,Shoes,FALSE,11,9905,Edgewire
50-3390825,SWB2029,Games,TRUE,43,9434,Linkbuzz
27-3387732,VAW2186,Sports,FALSE,16,2737,Pixoboo
25-4228841,HWW7518,Shoes,TRUE,38,5853,Gigazoom
55-6363216,YJX0302,Jewelry,TRUE,42,8598,Twinder
83-1478062,IWU1146,Garden,FALSE,15,8961,Digitube
49-4567895,NZR0137,Baby,FALSE,17,784,Wikizz
66-4580010,YBP1812,Shoes,TRUE,24,9827,Leexo
31-8668836,UOG7846,Music,TRUE,43,6474,Twitternation
37-3318687,GKP7387,Electronics,FALSE,33,2264,Eire
73-4034392,ABQ6599,Shoes,FALSE,15,1773,Meejo
59-0613380,TUG6489,Outdoors,FALSE,10,6913,Janyx
91-8372837,ABB9939,Beauty,TRUE,24,2373,Centizu
64-5555859,OGQ2898,Movies,TRUE,49,4459,Meembee
91-4905332,UUV1329,Grocery,FALSE,31,3073,Quimm
36-3946324,NIC9645,Tools,FALSE,10,7054,Izio
63-0225553,PTN6580,Beauty,FALSE,20,2760,Photobug
82-0346821,TVP1071,Tools,TRUE,33,7138,Oyoloo
23-5430609,ZGH4990,Electronics,FALSE,38,729,Trudoo
97-0312961,JQW0609,Tools,FALSE,21,7936,Janyx
56-2384573,UJB5564,Beauty,TRUE,34,3717,Npath
89-3988065,JTM2487,Kids,FALSE,39,1352,Wikizz
54-0464426,NXY2258,Industrial,FALSE,21,5178,Yata
82-9170105,RQL3636,Health,TRUE,44,5089,Kayveo
24-8332769,BGD8322,Shoes,TRUE,36,325,Twinder
37-3485138,MZG1694,Home,FALSE,43,8851,Wikido
20-0325517,PBL8787,Games,FALSE,34,9381,Flipstorm
40-1324439,ZCA3293,Games,TRUE,39,3131,Trilia
35-2053322,BOK8140,Beauty,TRUE,19,4413,Blogtags
06-0844323,GVX8890,Outdoors,FALSE,29,6206,Zazio
68-6001837,WGO3688,Movies,TRUE,38,7837,Twimm
38-9989665,QNA2345,Beauty,TRUE,19,8400,Minyx
88-0844685,GJN5069,Shoes,TRUE,26,6332,Jabbersphere
96-5881676,RZP9813,Computers,TRUE,17,7596,Edgetag
70-6039996,LGC5667,Electronics,FALSE,25,7807,Vidoo
58-6621792,OZZ4642,Outdoors,FALSE,15,3156,Zoovu
19-4262822,JDQ0022,Industrial,FALSE,29,3713,Plajo
56-8268199,AGY8114,Games,TRUE,50,9324,Twinte
15-7200973,VNW7657,Beauty,TRUE,39,3962,Brainbox
69-8058350,UZS0622,Computers,TRUE,35,9957,Zooxo
72-2824074,QVQ2004,Garden,TRUE,43,3686,Yakitri
26-1746863,CZZ7839,Home,FALSE,42,4884,Layo
15-5714940,DQU5887,Books,TRUE,18,4920,Bubblemix
45-8695917,YGC4130,Garden,TRUE,18,8177,Cogilith
99-2370194,UDB3602,Industrial,TRUE,14,6445,Linklinks
57-9958528,PWC8303,Jewelry,FALSE,39,8806,DabZ
37-6197566,OWN6228,Clothing,FALSE,16,4477,Mydo
21-7225441,BYT4409,Shoes,TRUE,28,430,Rhyzio
09-5480280,PFU7551,Books,TRUE,12,8398,Ntags
50-7141193,MSQ4564,Baby,TRUE,14,1057,Yoveo
15-9134977,CNT6207,Grocery,FALSE,33,546,Livetube
74-0669498,FXJ8926,Books,FALSE,44,5243,Meemm
84-6567700,NVV3721,Health,TRUE,26,779,Skilith
47-5363610,HDX2781,Health,FALSE,48,4691,Layo
66-3248417,UPY4110,Jewelry,FALSE,27,5992,Thoughtsphere
69-1370657,VNR0265,Music,FALSE,50,7816,Ntag
95-1260573,OJU0643,Electronics,FALSE,26,5214,Kayveo
10-9746813,ORB0950,Books,TRUE,48,3150,Kwimbee
85-6912243,SEI6725,Shoes,FALSE,50,848,Zoombox
22-9161954,TAA8007,Health,TRUE,22,1535,Jabbersphere
14-6848189,FMI5239,Games,FALSE,50,6075,Skiba
84-8460028,YQY7345,Tools,FALSE,40,2031,Mynte
24-9136570,LKY9981,Outdoors,TRUE,48,4147,Rhyloo
73-2084397,HHC5004,Home,TRUE,15,448,Wordpedia
16-7074395,RFD8088,Automotive,TRUE,15,3588,Centimia
10-4127325,BKZ0336,Automotive,FALSE,21,7115,Innojam
15-7882239,SFN1137,Health,FALSE,28,627,Realcube
59-1920493,RHU7931,Toys,FALSE,22,2753,Youtags
12-3641644,WLH3926,Computers,FALSE,29,2498,Agimba
18-6757693,QHV0188,Computers,FALSE,47,3316,Skippad
85-4356037,NQN9440,Baby,FALSE,47,9300,Gabvine
75-9100963,CLA6108,Movies,FALSE,24,5681,Vimbo
74-4971349,VOW5958,Electronics,FALSE,17,8606,Kwinu
55-1068692,INR5798,Health,FALSE,36,1403,Midel
97-0524859,ADV3521,Grocery,FALSE,29,1105,Skiptube
36-0435032,ZSL3029,Baby,TRUE,43,4857,Eare
37-0767593,BHO7644,Jewelry,TRUE,49,8156,Zoozzy
22-2328193,BML1257,Movies,TRUE,43,1449,Vinte
15-9122396,CDR2930,Beauty,TRUE,25,5857,Muxo
50-6555742,IYD8466,Kids,FALSE,30,4708,Blogpad
00-5797018,FQC5925,Outdoors,FALSE,42,9777,Dablist
85-4424062,OFJ2764,Industrial,TRUE,28,5726,Kazio
52-8321224,XZX4080,Outdoors,TRUE,31,2971,Realfire
62-1023954,PDF8593,Beauty,TRUE,26,3553,Buzzster
31-9991748,CIK3642,Outdoors,TRUE,38,9863,Kwideo
14-0299404,TTR6555,Music,TRUE,29,6246,Ooba
31-4145489,FXV0559,Industrial,FALSE,47,5500,Realblab
02-0247594,STD7344,Industrial,TRUE,26,8794,Skilith
94-8833960,EOG6621,Home,TRUE,27,4425,Jamia
54-8672727,ZFL9845,Grocery,FALSE,35,779,Realblab
13-5733729,AHR1241,Garden,TRUE,41,5561,Tazz
73-3993835,IXF0895,Health,FALSE,17,8086,Skajo
75-1790188,BFW8385,Kids,FALSE,16,9721,Katz
40-9912484,PNB1205,Beauty,FALSE,41,6698,Shuffledrive
37-6475904,NLJ0830,Garden,TRUE,34,7269,Tavu
37-0187651,BQC0340,Beauty,TRUE,33,2824,Trilith
22-6050856,XFP2129,Music,FALSE,28,3814,Trudeo
98-7546013,NFM6171,Home,FALSE,19,9441,Thoughtmix
81-1701756,DCE9029,Sports,TRUE,35,5418,Browsezoom
52-6160546,FYW3772,Health,FALSE,28,7774,Zazio
54-2396311,MBI6371,Industrial,TRUE,21,9539,Browseblab
28-6287906,LFB4635,Shoes,FALSE,17,6908,Realpoint
19-6902720,PXF0695,Shoes,FALSE,32,9796,Photofeed
71-6187731,XBF3891,Garden,FALSE,21,2942,Latz
34-8248070,ZTG2298,Grocery,FALSE,10,3062,Vitz
72-2277311,QSE1028,Books,TRUE,50,4466,Brightdog
89-3010425,VLW1820,Shoes,FALSE,44,9481,Lajo
94-5740530,HRB6644,Movies,FALSE,21,5400,Devify
84-4198372,PBA2262,Outdoors,TRUE,17,2264,Divavu
78-2006762,SJJ5070,Kids,FALSE,21,3639,Brightdog
25-4009377,WVO0168,Sports,TRUE,10,4689,Gigashots
39-5885799,BCC1190,Shoes,FALSE,28,1392,Realbuzz
63-3670380,FMV0439,Movies,TRUE,42,7167,Linklinks
72-0435539,AAV5216,Shoes,FALSE,28,5694,Jaloo
44-4984210,SEF3601,Grocery,TRUE,20,5343,Voonder
56-6833285,YEO4507,Outdoors,FALSE,12,6972,Pixoboo
31-5806915,AWE8500,Health,FALSE,10,1335,Skiba
75-9705705,HJT1738,Computers,TRUE,50,7129,Tanoodle
34-8318942,WTR3139,Outdoors,TRUE,34,4388,Kaymbo
68-3556694,XMT2957,Grocery,TRUE,24,5749,Blogtags
48-0724824,KFF8529,Outdoors,FALSE,43,3128,Eamia
69-3123600,OOG4305,Home,FALSE,50,5985,Browsecat
22-1861930,VZJ9078,Books,FALSE,20,2674,Camimbo
06-8970159,RAA3556,Home,FALSE,15,922,Oyonder
83-3109717,EDF8271,Grocery,FALSE,28,3481,Yacero
70-7898517,IFL5291,Electronics,TRUE,23,6166,Zazio
67-0808831,PJI8216,Health,TRUE,29,2451,Yamia
99-7297613,WFN1444,Electronics,FALSE,25,7840,Zoomcast
17-0539265,OFW4261,Toys,TRUE,30,4832,Rooxo
51-2463581,BRW4835,Clothing,FALSE,21,782,Jazzy
41-3094089,SAY9887,Baby,TRUE,34,3369,Feednation
14-0791878,DNF0847,Industrial,FALSE,33,6381,Yozio
30-2796558,BNC0485,Games,FALSE,21,3160,Edgewire
18-5671407,NNL7673,Baby,FALSE,30,5509,Skidoo
47-9626984,DXC7674,Movies,FALSE,47,7364,Jaxworks
24-8238060,WCP2990,Beauty,TRUE,50,9267,Edgetag
37-9755920,PDN0600,Kids,FALSE,38,8049,Katz
86-4219808,NDS7241,Home,FALSE,30,5073,Meembee
43-4081247,QVQ0106,Health,TRUE,17,6197,Jaxnation
55-0726953,ZEY3071,Kids,TRUE,48,8250,Jabbersphere
62-4693881,ZQN4812,Industrial,TRUE,23,799,Feedfish
36-3091493,ONU7855,Shoes,FALSE,38,8845,Wordware
80-9815761,ATU6656,Shoes,TRUE,32,8917,Skipfire
89-5984432,VSS8974,Games,TRUE,19,7338,Dabtype
72-3682223,IUG8515,Automotive,TRUE,30,2120,Skyble
09-0394965,CAG4087,Garden,TRUE,19,8628,Realcube
55-1641746,CCS6338,Automotive,FALSE,17,4407,LiveZ
68-0496991,VFT9490,Clothing,TRUE,42,4588,Meetz
42-3686129,GWC8652,Jewelry,TRUE,30,9531,InnoZ
71-8405701,VGD7176,Kids,TRUE,22,1272,Kazio
84-8732680,MEH8847,Computers,TRUE,40,7400,Dynabox
08-2534017,ISV4300,Jewelry,TRUE,38,8906,Chatterbridge
67-3967519,BAC4342,Electronics,FALSE,32,7890,Twimbo
61-0954796,ITI6311,Sports,FALSE,33,5598,Skynoodle
42-0033846,ZMA3242,Tools,FALSE,42,4022,Wikizz
13-2552587,NUM0172,Garden,TRUE,40,425,Browseblab
79-6745721,XOL6676,Toys,FALSE,36,7528,Brainbox
80-1507780,TEH1742,Shoes,FALSE,34,7794,Babbleblab
92-8850290,MPN4216,Industrial,TRUE,25,8104,Lazzy
41-3214459,AGH2464,Movies,TRUE,31,1461,Thoughtstorm
86-7318942,JJV3997,Electronics,TRUE,31,9135,Mybuzz
88-9068569,RLD9979,Clothing,FALSE,46,5058,Latz
77-9402518,SML0746,Beauty,TRUE,47,2473,Yombu
55-7019961,WZS2928,Games,TRUE,40,8162,Oloo
01-7889944,TEM6059,Baby,FALSE,37,7629,Zoomdog
67-6902090,RHP4586,Games,TRUE,50,2319,Fliptune
85-9808272,DRI0832,Games,TRUE,25,5237,Oloo
10-3480807,MJT4428,Beauty,FALSE,36,1542,Skippad
93-8655532,NWC9079,Jewelry,TRUE,47,7419,Zoombox
30-7847782,HDT7828,Tools,FALSE,37,985,Shuffletag
92-3237999,COJ9331,Outdoors,FALSE,41,8012,Dabshots
57-6767318,MOC7796,Electronics,FALSE,42,4103,Bluejam
72-2916993,ECO9492,Automotive,FALSE,39,4040,Zoonder
91-2903723,AOZ6757,Sports,FALSE,14,4623,Reallinks
99-6494884,SSM2032,Kids,TRUE,17,2051,Flashpoint
51-7276317,NDG7733,Movies,FALSE,43,6652,Yacero
80-4030178,NUJ7558,Jewelry,TRUE,24,2754,Gigabox
69-1784849,JFF7409,Computers,TRUE,18,3982,Realbridge
01-4469031,AZD3423,Grocery,FALSE,43,5739,Photolist
72-4393700,DTY9743,Clothing,FALSE,18,9528,Eamia
39-6998193,EDW8476,Music,TRUE,15,9335,Skipstorm
00-1509297,ZGX9332,Grocery,FALSE,32,8397,Rhycero
96-0839002,ISE3842,Health,TRUE,35,9763,Abatz
65-5798239,Jun-75,Sports,FALSE,29,3959,Oyoba
66-0803466,FKE1158,Movies,TRUE,41,8212,Dabtype
59-4750986,DNW5821,Music,TRUE,50,2796,Feedmix
35-7562589,NQK7938,Books,FALSE,38,9178,Twitternation
33-1283142,CIZ7906,Home,TRUE,49,5999,Thoughtblab
31-6698938,GXH1135,Movies,FALSE,21,8336,Mydo
26-1979881,WOR2617,Books,FALSE,42,2159,Flashspan
50-9061906,YAP8345,Garden,TRUE,24,7691,Ooba
66-2115849,GED6989,Shoes,TRUE,25,7837,Zoomdog
73-6473959,HBB8400,Sports,TRUE,18,2959,Yacero
21-2243941,VER6346,Sports,FALSE,50,9053,Trudoo
57-6893909,ZCH6322,Beauty,FALSE,40,7302,Mydeo
40-3402955,VXD3248,Toys,TRUE,50,3404,Dabfeed
56-0144422,SOD8716,Electronics,FALSE,11,4242,Omba
56-1672130,RKI2859,Outdoors,FALSE,23,6207,Blogtag
36-6759697,HUN0369,Clothing,FALSE,18,7116,Skimia
88-9124017,WHE8190,Health,TRUE,45,6699,Yakitri
64-4615489,UUJ0134,Baby,FALSE,32,5319,Yabox
08-1862399,JFA6096,Electronics,TRUE,17,7678,Pixope
02-7573369,NQD2900,Tools,FALSE,17,9446,Quinu
53-8149757,TLY1144,Baby,FALSE,41,4761,Blogtags
32-6374202,FGJ2203,Movies,TRUE,35,9039,Kaymbo
79-7973184,BGF1158,Automotive,FALSE,43,392,Teklist
04-8742568,ESS5989,Garden,FALSE,10,6117,Flipstorm
28-4403896,FTJ2977,Shoes,FALSE,12,6225,Vinte
26-6991683,TLK8778,Music,FALSE,25,5448,Mita
86-3355965,PIQ0269,Toys,FALSE,22,6355,Yodoo
12-2839771,VRP7380,Computers,FALSE,14,7477,Skiba
98-0981672,MBY3987,Toys,FALSE,24,211,Blogpad
52-6968368,KAG9541,Beauty,TRUE,10,5674,Yakijo
82-2034492,HUA4671,Electronics,FALSE,19,3135,Innojam
59-8912680,HPZ8942,Beauty,TRUE,16,2067,Tanoodle
01-9935432,JHJ2864,Health,TRUE,46,3203,Skipstorm
93-0553637,TCM2226,Shoes,FALSE,31,2077,Brainsphere
25-6180781,GHR3728,Kids,FALSE,16,3936,Rhyzio
40-7868188,ACL2653,Tools,TRUE,28,1425,Realfire
51-4930667,TOD4318,Home,FALSE,33,2074,Skyble
66-4787980,WFJ4047,Beauty,FALSE,25,1956,Zoombeat
34-9502598,FCA0015,Grocery,FALSE,35,2399,Thoughtstorm
56-1874113,WXM6386,Games,FALSE,12,5892,Jabbertype
97-0542282,SJZ3115,Music,TRUE,19,8054,Jabbersphere
